period_type,period_start,year,month,quarter,sales_org,sector,region,bookings_usd,recognized_revenue_usd,gross_margin_pct,new_logos,avg_contract_value_usd,pipeline_usd,pipeline_coverage,mom_growth_pct,yoy_growth_pct,logo_churn_rate,net_revenue_retention,risk_flag,notes
Monthly,2025-08-01,2025,8,2025-Q3,Hardware & Appliances,Media & SaaS,NA National,91000,73000,41.0,7,13000,142000,1.56,5.81,-26.02,0.0332,0.767,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Hardware & Appliances,Retail & eCommerce,NA National,75000,53000,53.1,3,25000,135000,1.81,-12.79,-33.04,0.0498,0.762,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,International APAC,FinTech,APAC,310000,263000,71.5,7,44000,1285000,4.15,11.11,4.73,0.0201,1.066,,
Monthly,2025-08-01,2025,8,2025-Q3,International APAC,Government & Education,APAC,222000,182000,73.4,6,37000,869000,3.91,-6.72,15.62,0.0075,1.06,,
Monthly,2025-08-01,2025,8,2025-Q3,International APAC,Healthcare,APAC,305000,243000,71.2,7,44000,1356000,4.44,4.1,25.51,0.0097,1.037,,
Monthly,2025-08-01,2025,8,2025-Q3,International APAC,Manufacturing,APAC,247000,196000,71.2,9,27000,998000,4.04,7.86,12.79,0.0096,1.065,,
Monthly,2025-08-01,2025,8,2025-Q3,International APAC,Media & SaaS,APAC,280000,235000,76.3,4,70000,944000,3.37,-13.31,0.0,0.0275,1.147,,
Monthly,2025-08-01,2025,8,2025-Q3,International APAC,Retail & eCommerce,APAC,262000,202000,70.7,8,33000,784000,2.99,-2.6,9.17,0.0145,1.042,,
Monthly,2025-08-01,2025,8,2025-Q3,International EMEA,FinTech,EMEA,474000,355000,66.6,7,68000,1844000,3.89,45.85,35.43,0.0144,1.21,,
Monthly,2025-08-01,2025,8,2025-Q3,International EMEA,Government & Education,EMEA,293000,239000,74.1,8,37000,1047000,3.57,7.72,13.57,0.0122,1.031,,
Monthly,2025-08-01,2025,8,2025-Q3,International EMEA,Healthcare,EMEA,394000,326000,75.3,5,79000,1670000,4.23,15.88,31.77,0.0221,1.19,,
Monthly,2025-08-01,2025,8,2025-Q3,International EMEA,Manufacturing,EMEA,396000,322000,80.2,6,66000,1336000,3.37,53.49,38.95,0.0055,1.104,,
Monthly,2025-08-01,2025,8,2025-Q3,International EMEA,Media & SaaS,EMEA,436000,391000,75.5,7,62000,1589000,3.64,11.22,38.41,0.0186,1.112,,
Monthly,2025-08-01,2025,8,2025-Q3,International EMEA,Retail & eCommerce,EMEA,389000,346000,75.1,5,78000,1292000,3.32,7.46,63.45,0.0103,1.072,,
Monthly,2025-08-01,2025,8,2025-Q3,Legacy On-Prem,FinTech,NA National,144000,110000,44.2,5,29000,320000,2.23,-10.0,-20.88,0.0358,0.838,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Legacy On-Prem,Government & Education,NA National,123000,98000,53.2,6,21000,165000,1.33,26.8,-18.54,0.0391,0.786,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Legacy On-Prem,Healthcare,NA National,139000,113000,53.2,7,20000,132000,0.95,-2.11,-18.24,0.0424,0.89,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Legacy On-Prem,Manufacturing,NA National,116000,84000,54.2,3,39000,209000,1.81,-4.13,-21.62,0.0332,0.89,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Legacy On-Prem,Media & SaaS,NA National,155000,109000,46.0,4,39000,316000,2.04,21.09,-11.43,0.0321,0.804,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Legacy On-Prem,Retail & eCommerce,NA National,143000,119000,41.3,3,48000,297000,2.08,16.26,-16.37,0.0314,0.852,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-08-01,2025,8,2025-Q3,Mid-Market,FinTech,NA National,451000,404000,73.6,8,56000,2242000,4.97,1.35,41.38,0.013,1.075,,
Monthly,2025-08-01,2025,8,2025-Q3,Mid-Market,Government & Education,NA National,330000,267000,74.2,4,83000,927000,2.81,-1.79,16.2,0.0147,1.121,,
Monthly,2025-08-01,2025,8,2025-Q3,Mid-Market,Healthcare,NA National,447000,347000,71.7,8,56000,1702000,3.81,16.41,46.56,0.0157,1.067,,
Monthly,2025-08-01,2025,8,2025-Q3,Mid-Market,Manufacturing,NA National,382000,329000,65.9,9,42000,1892000,4.95,1.6,21.27,0.0236,1.068,,
Monthly,2025-08-01,2025,8,2025-Q3,Mid-Market,Media & SaaS,NA National,419000,347000,77.0,4,105000,1593000,3.81,-6.26,17.04,0.0157,1.156,,
Monthly,2025-08-01,2025,8,2025-Q3,Mid-Market,Retail & eCommerce,NA National,397000,295000,71.2,10,40000,1621000,4.09,-1.0,13.11,0.0273,1.162,,
Monthly,2025-08-01,2025,8,2025-Q3,Public Sector,FinTech,NA National,265000,210000,68.6,4,66000,1165000,4.4,-6.36,21.0,0.0164,1.101,,
Monthly,2025-08-01,2025,8,2025-Q3,Public Sector,Government & Education,NA National,185000,157000,66.3,4,46000,861000,4.65,-18.5,8.82,0.0108,0.97,,
Monthly,2025-08-01,2025,8,2025-Q3,Public Sector,Healthcare,NA National,247000,193000,75.7,2,123000,1070000,4.34,-6.79,11.76,0.0111,1.099,,
Monthly,2025-08-01,2025,8,2025-Q3,Public Sector,Manufacturing,NA National,226000,197000,74.9,2,113000,808000,3.57,-8.5,26.26,0.0199,1.097,,
Monthly,2025-08-01,2025,8,2025-Q3,Public Sector,Media & SaaS,NA National,257000,230000,67.7,7,37000,893000,3.47,-15.74,7.98,0.0118,1.021,,
Monthly,2025-08-01,2025,8,2025-Q3,Public Sector,Retail & eCommerce,NA National,225000,169000,65.4,5,45000,772000,3.43,-8.54,3.69,0.0165,1.062,,
Monthly,2025-08-01,2025,8,2025-Q3,SMB Online,FinTech,NA National,201000,158000,74.4,17,12000,726000,3.61,-3.83,12.92,0.0168,0.974,,
Monthly,2025-08-01,2025,8,2025-Q3,SMB Online,Government & Education,NA National,134000,105000,74.3,11,12000,562000,4.21,-18.79,-0.74,0.005,1.052,,
Monthly,2025-08-01,2025,8,2025-Q3,SMB Online,Healthcare,NA National,196000,160000,70.6,15,13000,970000,4.94,1.03,22.5,0.0115,0.959,,
Monthly,2025-08-01,2025,8,2025-Q3,SMB Online,Manufacturing,NA National,190000,149000,79.0,14,14000,640000,3.38,22.58,7.34,0.0241,1.127,,
Monthly,2025-08-01,2025,8,2025-Q3,SMB Online,Media & SaaS,NA National,166000,124000,66.2,14,12000,678000,4.08,-7.78,-2.92,0.0143,1.001,,
Monthly,2025-08-01,2025,8,2025-Q3,SMB Online,Retail & eCommerce,NA National,168000,126000,73.9,9,19000,669000,3.98,-15.15,-1.18,0.0079,1.076,,
Monthly,2025-08-01,2025,8,2025-Q3,Strategic Accounts,FinTech,NA National,1047000,902000,69.8,6,174000,4028000,3.85,-2.24,4.39,0.0256,1.139,,
Monthly,2025-08-01,2025,8,2025-Q3,Strategic Accounts,Government & Education,NA National,698000,625000,66.6,4,174000,2838000,4.07,-12.53,-7.79,0.0089,1.086,,
Monthly,2025-08-01,2025,8,2025-Q3,Strategic Accounts,Healthcare,NA National,851000,756000,67.3,7,122000,3093000,3.63,-23.19,4.93,0.024,1.123,,
Monthly,2025-08-01,2025,8,2025-Q3,Strategic Accounts,Manufacturing,NA National,834000,684000,71.0,3,278000,2778000,3.33,-13.58,-2.23,0.0177,1.162,,
Monthly,2025-08-01,2025,8,2025-Q3,Strategic Accounts,Media & SaaS,NA National,980000,847000,73.5,5,196000,3063000,3.13,-13.58,5.38,0.0151,1.02,,
Monthly,2025-08-01,2025,8,2025-Q3,Strategic Accounts,Retail & eCommerce,NA National,920000,729000,65.0,2,460000,2756000,3.0,-2.34,3.25,0.0109,1.098,,
Monthly,2025-09-01,2025,9,2025-Q3,Channel Partners,FinTech,NA National,428000,375000,65.2,6,71000,1344000,3.14,14.13,19.89,0.0203,1.049,,
Monthly,2025-09-01,2025,9,2025-Q3,Channel Partners,Government & Education,NA National,349000,286000,74.7,3,116000,1663000,4.76,22.03,27.84,0.0221,1.085,,
Monthly,2025-09-01,2025,9,2025-Q3,Channel Partners,Healthcare,NA National,433000,327000,76.5,4,108000,1733000,4.0,15.47,19.61,0.0254,1.181,,
Monthly,2025-09-01,2025,9,2025-Q3,Channel Partners,Manufacturing,NA National,434000,335000,69.1,10,43000,1647000,3.79,36.05,33.54,0.022,1.168,,
Monthly,2025-09-01,2025,9,2025-Q3,Channel Partners,Media & SaaS,NA National,440000,382000,72.6,11,40000,1566000,3.56,14.29,19.24,0.0038,1.066,,
Monthly,2025-09-01,2025,9,2025-Q3,Channel Partners,Retail & eCommerce,NA National,348000,260000,59.1,10,35000,1506000,4.33,-7.2,-5.18,0.0322,1.175,,
Monthly,2025-09-01,2025,9,2025-Q3,Customer Expansion,FinTech,NA National,631000,528000,62.1,12,53000,2073000,3.29,24.95,10.51,0.0163,1.046,,
Monthly,2025-09-01,2025,9,2025-Q3,Customer Expansion,Government & Education,NA National,437000,379000,65.4,17,26000,1761000,4.03,-0.46,6.59,0.0138,1.023,,
Monthly,2025-09-01,2025,9,2025-Q3,Customer Expansion,Healthcare,NA National,627000,541000,74.8,12,52000,2288000,3.65,16.54,15.05,0.0161,1.09,,
Monthly,2025-09-01,2025,9,2025-Q3,Customer Expansion,Manufacturing,NA National,493000,442000,65.7,12,41000,2187000,4.43,1.23,8.59,0.0106,1.068,,
Monthly,2025-09-01,2025,9,2025-Q3,Customer Expansion,Media & SaaS,NA National,529000,399000,71.9,16,33000,2218000,4.19,-16.16,-7.03,0.0125,1.182,,
Monthly,2025-09-01,2025,9,2025-Q3,Customer Expansion,Retail & eCommerce,NA National,490000,409000,76.6,10,49000,1744000,3.56,-5.41,-9.59,0.0311,1.082,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise East,FinTech,NA East,815000,626000,72.6,2,407000,2465000,3.03,-0.49,44.76,0.0111,1.19,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise East,Government & Education,NA East,533000,473000,63.8,9,59000,1711000,3.21,-9.35,16.89,0.0119,1.104,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise East,Healthcare,NA East,846000,741000,74.3,4,211000,2860000,3.38,23.87,38.01,0.0181,1.047,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise East,Manufacturing,NA East,634000,539000,67.4,1,634000,2518000,3.97,-2.16,15.48,0.0204,1.209,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise East,Media & SaaS,NA East,849000,748000,72.4,6,141000,3165000,3.73,19.07,36.94,0.009,1.043,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise East,Retail & eCommerce,NA East,652000,521000,75.3,2,326000,2879000,4.41,14.99,27.34,0.0228,1.198,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise West,FinTech,NA West,735000,647000,75.0,2,367000,2997000,4.08,-3.16,-4.3,0.018,0.996,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise West,Government & Education,NA West,621000,475000,70.1,2,311000,2031000,3.27,4.55,16.29,0.0236,1.106,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise West,Healthcare,NA West,769000,626000,68.9,1,769000,2448000,3.18,7.4,7.4,0.0154,1.162,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise West,Manufacturing,NA West,663000,542000,63.9,4,166000,2357000,3.56,2.47,7.63,0.0058,1.14,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise West,Media & SaaS,NA West,749000,594000,75.5,3,250000,2517000,3.36,6.85,13.83,0.0158,1.112,,
Monthly,2025-09-01,2025,9,2025-Q3,Enterprise West,Retail & eCommerce,NA West,819000,706000,68.4,4,205000,3258000,3.98,26.78,36.5,0.0156,1.073,,
Monthly,2025-09-01,2025,9,2025-Q3,Hardware & Appliances,FinTech,NA National,88000,70000,49.1,5,18000,157000,1.79,8.64,-26.67,0.0407,0.807,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Hardware & Appliances,Government & Education,NA National,70000,59000,46.9,3,23000,90000,1.28,18.64,-10.26,0.0435,0.777,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Hardware & Appliances,Healthcare,NA National,88000,69000,32.0,4,22000,83000,0.94,0.0,-22.81,0.0407,0.764,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Hardware & Appliances,Manufacturing,NA National,78000,59000,53.4,4,20000,130000,1.65,-2.5,-15.22,0.041,0.729,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Hardware & Appliances,Media & SaaS,NA National,87000,68000,52.0,3,29000,144000,1.65,-4.4,-24.35,0.0436,0.788,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Hardware & Appliances,Retail & eCommerce,NA National,78000,64000,55.9,4,20000,146000,1.86,4.0,-22.0,0.0487,0.783,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,International APAC,FinTech,APAC,321000,280000,66.8,5,64000,1187000,3.7,3.55,24.42,0.0163,1.022,,
Monthly,2025-09-01,2025,9,2025-Q3,International APAC,Government & Education,APAC,242000,197000,69.4,7,35000,952000,3.93,9.01,15.24,0.0302,0.982,,
Monthly,2025-09-01,2025,9,2025-Q3,International APAC,Healthcare,APAC,314000,259000,81.7,9,35000,1489000,4.75,2.95,19.85,0.0126,1.172,,
Monthly,2025-09-01,2025,9,2025-Q3,International APAC,Manufacturing,APAC,237000,189000,72.1,8,30000,675000,2.84,-4.05,9.22,0.0095,0.994,,
Monthly,2025-09-01,2025,9,2025-Q3,International APAC,Media & SaaS,APAC,312000,272000,73.7,6,52000,1201000,3.85,11.43,20.93,0.0127,1.143,,
Monthly,2025-09-01,2025,9,2025-Q3,International APAC,Retail & eCommerce,APAC,294000,223000,59.9,7,42000,1325000,4.51,12.21,5.38,0.0135,1.081,,
Monthly,2025-09-01,2025,9,2025-Q3,International EMEA,FinTech,EMEA,388000,328000,70.6,8,49000,1702000,4.38,-18.14,-11.42,0.005,1.061,,
Monthly,2025-09-01,2025,9,2025-Q3,International EMEA,Government & Education,EMEA,316000,259000,77.5,3,105000,1098000,3.48,7.85,12.46,0.0107,1.111,,
Monthly,2025-09-01,2025,9,2025-Q3,International EMEA,Healthcare,EMEA,392000,351000,75.6,11,36000,1421000,3.62,-0.51,10.42,0.0157,1.048,,
Monthly,2025-09-01,2025,9,2025-Q3,International EMEA,Manufacturing,EMEA,315000,275000,69.6,5,63000,1312000,4.16,-20.45,-9.48,0.0256,1.06,,
Monthly,2025-09-01,2025,9,2025-Q3,International EMEA,Media & SaaS,EMEA,351000,286000,71.9,5,70000,1265000,3.6,-19.5,-10.0,0.0265,1.123,,
Monthly,2025-09-01,2025,9,2025-Q3,International EMEA,Retail & eCommerce,EMEA,343000,304000,69.5,10,34000,932000,2.72,-11.83,-4.46,0.0114,1.143,,
Monthly,2025-09-01,2025,9,2025-Q3,Legacy On-Prem,FinTech,NA National,147000,120000,50.2,3,49000,253000,1.73,2.08,-14.04,0.0374,0.853,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Legacy On-Prem,Government & Education,NA National,106000,86000,60.7,1,106000,181000,1.71,-13.82,-18.46,0.0417,0.779,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Legacy On-Prem,Healthcare,NA National,117000,95000,38.2,5,23000,235000,2.01,-15.83,-26.42,0.0351,0.757,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Legacy On-Prem,Manufacturing,NA National,131000,103000,42.5,5,26000,122000,0.93,12.93,-10.27,0.0386,0.799,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Legacy On-Prem,Media & SaaS,NA National,141000,120000,45.1,4,35000,118000,0.84,-9.03,-6.62,0.0304,0.789,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Legacy On-Prem,Retail & eCommerce,NA National,110000,77000,41.0,3,37000,127000,1.16,-23.08,-31.25,0.0314,0.927,Infeasible,Run-rate trending below viable levels; consider sunset or divest; pipeline drying up.
Monthly,2025-09-01,2025,9,2025-Q3,Mid-Market,FinTech,NA National,426000,366000,73.0,9,47000,1701000,3.99,-5.54,15.45,0.0126,1.15,,
Monthly,2025-09-01,2025,9,2025-Q3,Mid-Market,Government & Education,NA National,367000,273000,69.4,4,92000,1495000,4.07,11.21,25.26,0.0167,1.141,,
Monthly,2025-09-01,2025,9,2025-Q3,Mid-Market,Healthcare,NA National,416000,350000,69.6,4,104000,1586000,3.82,-6.94,8.62,0.0164,1.2,,
Monthly,2025-09-01,2025,9,2025-Q3,Mid-Market,Manufacturing,NA National,385000,316000,68.6,12,32000,1744000,4.54,0.79,14.58,0.0047,1.1,,
Monthly,2025-09-01,2025,9,2025-Q3,Mid-Market,Media & SaaS,NA National,433000,346000,68.3,13,33000,1623000,3.75,3.34,13.95,0.0155,1.049,,
Monthly,2025-09-01,2025,9,2025-Q3,Mid-Market,Retail & eCommerce,NA National,409000,329000,68.2,7,58000,1699000,4.15,3.02,18.55,0.0087,1.022,,
Monthly,2025-09-01,2025,9,2025-Q3,Public Sector,FinTech,NA National,254000,219000,72.6,4,63000,1075000,4.24,-4.15,14.93,0.02,1.055,,
Monthly,2025-09-01,2025,9,2025-Q3,Public Sector,Government & Education,NA National,181000,155000,70.8,4,45000,645000,3.56,-2.16,11.04,0.0117,1.009,,
Monthly,2025-09-01,2025,9,2025-Q3,Public Sector,Healthcare,NA National,226000,185000,65.2,4,57000,1034000,4.57,-8.5,20.86,0.0182,1.05,,
Monthly,2025-09-01,2025,9,2025-Q3,Public Sector,Manufacturing,NA National,233000,186000,74.8,7,33000,896000,3.84,3.1,20.73,0.0201,0.974,,
Monthly,2025-09-01,2025,9,2025-Q3,Public Sector,Media & SaaS,NA National,290000,252000,72.3,2,145000,1235000,4.26,12.84,34.26,0.0127,1.245,,
Monthly,2025-09-01,2025,9,2025-Q3,Public Sector,Retail & eCommerce,NA National,245000,186000,66.3,1,245000,1019000,4.16,8.89,24.37,0.0085,1.224,,
Monthly,2025-09-01,2025,9,2025-Q3,SMB Online,FinTech,NA National,207000,157000,78.5,14,15000,701000,3.38,2.99,-0.96,0.014,1.208,,
Monthly,2025-09-01,2025,9,2025-Q3,SMB Online,Government & Education,NA National,162000,126000,72.9,13,12000,547000,3.37,20.9,15.71,0.0209,1.086,,
Monthly,2025-09-01,2025,9,2025-Q3,SMB Online,Healthcare,NA National,201000,152000,61.9,6,34000,948000,4.71,2.55,15.52,0.0179,1.236,,
Monthly,2025-09-01,2025,9,2025-Q3,SMB Online,Manufacturing,NA National,172000,155000,78.2,8,22000,680000,3.94,-9.47,2.99,0.0001,1.099,,
Monthly,2025-09-01,2025,9,2025-Q3,SMB Online,Media & SaaS,NA National,228000,177000,69.5,12,19000,867000,3.81,37.35,20.63,0.0104,1.111,,
Monthly,2025-09-01,2025,9,2025-Q3,SMB Online,Retail & eCommerce,NA National,202000,168000,74.5,10,20000,787000,3.89,20.24,6.88,0.018,1.038,,
Monthly,2025-09-01,2025,9,2025-Q3,Strategic Accounts,FinTech,NA National,1069000,913000,68.5,3,356000,4009000,3.75,2.1,4.29,0.0185,1.087,,
Monthly,2025-09-01,2025,9,2025-Q3,Strategic Accounts,Government & Education,NA National,876000,686000,71.8,6,146000,2796000,3.19,25.5,2.94,0.0134,1.019,,
Monthly,2025-09-01,2025,9,2025-Q3,Strategic Accounts,Healthcare,NA National,1090000,951000,75.9,2,545000,4554000,4.18,28.08,0.18,0.0258,1.164,,
Monthly,2025-09-01,2025,9,2025-Q3,Strategic Accounts,Manufacturing,NA National,947000,751000,68.7,4,237000,3389000,3.58,13.55,-5.68,0.0307,1.08,,
Monthly,2025-09-01,2025,9,2025-Q3,Strategic Accounts,Media & SaaS,NA National,1142000,879000,75.6,8,143000,4497000,3.94,16.53,5.94,0.0171,1.031,,
Monthly,2025-09-01,2025,9,2025-Q3,Strategic Accounts,Retail & eCommerce,NA National,1079000,806000,74.1,3,360000,4562000,4.23,17.28,30.47,0.0155,1.083,,
Monthly,2025-10-01,2025,10,2025-Q4,Channel Partners,FinTech,NA National,495000,415000,72.3,5,99000,1964000,3.97,15.65,21.92,0.0143,0.968,,
Monthly,2025-10-01,2025,10,2025-Q4,Channel Partners,Government & Education,NA National,357000,285000,74.9,4,89000,834000,2.34,2.29,22.68,0.0153,1.272,,
Monthly,2025-10-01,2025,10,2025-Q4,Channel Partners,Healthcare,NA National,388000,291000,76.2,4,97000,1506000,3.88,-10.39,11.49,0.0201,1.091,,
Monthly,2025-10-01,2025,10,2025-Q4,Channel Partners,Manufacturing,NA National,360000,313000,68.0,8,45000,1356000,3.76,-17.05,14.65,0.0123,1.066,,
Monthly,2025-10-01,2025,10,2025-Q4,Channel Partners,Media & SaaS,NA National,442000,393000,77.7,8,55000,1796000,4.06,0.45,16.01,0.0233,1.078,,
Monthly,2025-10-01,2025,10,2025-Q4,Channel Partners,Retail & eCommerce,NA National,389000,297000,64.5,10,39000,1168000,3.0,11.78,16.47,0.0265,1.05,,
Monthly,2025-10-01,2025,10,2025-Q4,Customer Expansion,FinTech,NA National,737000,605000,72.8,10,74000,3185000,4.32,16.8,9.51,0.024,1.121,,
Monthly,2025-10-01,2025,10,2025-Q4,Customer Expansion,Government & Education,NA National,544000,439000,72.4,18,30000,1936000,3.56,24.49,15.25,0.0143,0.918,,
Monthly,2025-10-01,2025,10,2025-Q4,Customer Expansion,Healthcare,NA National,661000,499000,73.5,12,55000,3102000,4.69,5.42,10.54,0.0119,1.101,,
Monthly,2025-10-01,2025,10,2025-Q4,Customer Expansion,Manufacturing,NA National,657000,552000,69.1,15,44000,2223000,3.38,33.27,26.1,0.0148,1.209,,
Monthly,2025-10-01,2025,10,2025-Q4,Customer Expansion,Media & SaaS,NA National,661000,573000,70.2,15,44000,2633000,3.98,24.95,9.62,0.0185,1.173,,
Monthly,2025-10-01,2025,10,2025-Q4,Customer Expansion,Retail & eCommerce,NA National,672000,578000,64.6,10,67000,2300000,3.42,37.14,12.75,0.0172,1.017,,
Monthly,2025-10-01,2025,10,2025-Q4,Enterprise East,FinTech,NA East,687000,618000,81.8,3,229000,3267000,4.75,-15.71,7.51,0.0064,1.095,,
Monthly,2025-10-01,2025,10,2025-Q4,Enterprise East,Government & Education,NA East,523000,421000,72.8,4,131000,1960000,3.75,-1.88,0.0,0.0246,1.117,,
Monthly,2025-10-01,2025,10,2025-Q4,Enterprise East,Healthcare,NA East,609000,491000,76.7,3,203000,2029000,3.33,-28.01,12.36,0.0099,1.179,,
Monthly,2025-10-01,2025,10,2025-Q4,Enterprise East,Manufacturing,NA East,640000,541000,58.5,5,128000,2810000,4.39,0.95,1.59,0.0055,1.191,,
Monthly,2025-10-01,2025,10,2025-Q4,Enterprise East,Media & SaaS,NA East,620000,534000,67.3,4,155000,2702000,4.35,-26.97,-0.8,0.0159,1.058,,
Monthly,2025-10-01,2025,10,2025-Q4,Enterprise East,Retail & eCommerce,NA East,605000,472000,72.2,3,202000,2475000,4.09,-7.21,-0.82,0.0167,1.093,,
